TXNAME	SYMBOL
NM_203342.2	EPB41
NM_001166005.1	EPB41
NM_203343.3	EPB41
NM_004437.4	EPB41
NM_001166007.2	EPB41
NM_001166006.1	EPB41
NM_001171868.1	TMEM200B
NM_001003682.4	TMEM200B
NM_005626.5	SRSF4
NM_001349717.2	MECR
NM_016011.5	MECR
NM_001024732.4	MECR
NM_001349716.2	MECR
NM_001349715.2	MECR
NM_001349714.2	MECR
NM_001349712.2	MECR
NM_001349713.2	MECR
NM_001349711.2	MECR
NM_005704.5	PTPRU
NM_133177.4	PTPRU
NM_133178.4	PTPRU
NM_001195001.2	PTPRU
NM_002379.3	MATN1
NM_006762.3	LAPTM5
NM_014654.4	SDC3
NM_014676.3	PUM1
NM_001020658.2	PUM1
NM_024522.3	NKAIN1
NM_004814.3	SNRNP40
NM_001282568.1	ZCCHC17
NM_001282566.1	ZCCHC17
NM_001282569.1	ZCCHC17
NM_001282573.1	ZCCHC17
NM_016505.3	ZCCHC17
NM_001282574.1	ZCCHC17
NM_001282572.1	ZCCHC17
NM_001282571.1	ZCCHC17
NM_001282567.1	ZCCHC17
NM_001282570.1	ZCCHC17
NM_001320996.1	FABP3
NM_004102.5	FABP3
NM_001199038.2	SERINC2
NM_001199037.1	SERINC2
NM_178865.5	SERINC2
NM_018565.3	SERINC2
NM_001199039.2	SERINC2
NM_001204414.1	TINAGL1
NM_022164.3	TINAGL1
NM_001204415.1	TINAGL1
NM_001525.2	HCRTR1
NM_001359651.1	PEF1
NM_012392.4	PEF1
NM_001856.4	COL16A1
NM_001364857.1	ADGRB2
NM_001294336.2	ADGRB2
NM_001294335.2	ADGRB2
NM_001281988.1	SPOCD1
NM_001281987.1	SPOCD1
NM_144569.6	SPOCD1
NM_001195101.2	PTP4A2
NM_001195100.2	PTP4A2
NM_080391.4	PTP4A2
NM_001369858.1	PTP4A2
NM_001369860.1	PTP4A2
NM_001369859.1	PTP4A2
NM_006559.3	KHDRBS1
NM_001271878.2	KHDRBS1
NM_001319677.1	TMEM39B
NM_018056.4	TMEM39B
NM_001319678.2	TMEM39B
NM_001319679.2	TMEM39B
NM_012316.5	KPNA6
NM_175852.4	TXLNA
NM_024296.4	CCDC28B
NM_001301011.2	CCDC28B
NM_001160042.2	IQCC
NM_018134.3	IQCC
NM_001099434.1	DCDC2B
NM_001366191.2	TMEM234
NM_019118.5	TMEM234
NM_003757.3	EIF3I
NM_032648.3	FAM167B
NM_005356.5	LCK
NM_001330468.2	LCK
NM_001042771.2	LCK
NM_004964.3	HDAC1
NM_023009.7	MARCKSL1
NM_001167676.1	FAM229A
NM_052841.4	TSSK3
NM_001143890.3	BSDC1
NM_001143889.3	BSDC1
NM_018045.8	BSDC1
NM_001143888.3	BSDC1
NM_001300958.2	BSDC1
NM_001145720.2	ZBTB8B
NM_001040441.3	ZBTB8A
NM_001291496.2	ZBTB8A
NM_001366257.1	ZBTB8OS
NM_001366256.1	ZBTB8OS
NM_001366263.1	ZBTB8OS
NM_001366270.1	ZBTB8OS
NM_001366266.1	ZBTB8OS
NM_001308136.2	ZBTB8OS
NM_001366264.1	ZBTB8OS
NM_001366265.1	ZBTB8OS
NM_178547.4	ZBTB8OS
NM_001366268.1	ZBTB8OS
NM_001308139.2	ZBTB8OS
NM_001366269.1	ZBTB8OS
NM_001330475.2	ZBTB8OS
NM_001366258.1	ZBTB8OS
NM_001308137.2	ZBTB8OS
NM_001308135.2	ZBTB8OS
NM_001366271.1	ZBTB8OS
NM_001308141.2	ZBTB8OS
NM_001366260.1	ZBTB8OS
NM_001366267.1	ZBTB8OS
NM_001366267.1	ZBTB8OS
NM_001308138.2	ZBTB8OS
NM_001308140.2	ZBTB8OS
NM_001366259.1	ZBTB8OS
NM_001366255.1	ZBTB8OS
NM_001366278.1	ZBTB8OS
NM_005610.3	RBBP4
NM_001135255.2	RBBP4
NM_001135256.1	RBBP4
NM_001161708.2	SYNC
NM_030786.3	SYNC
NM_020888.3	KIAA1522
NM_001369553.1	KIAA1522
NM_001198972.2	KIAA1522
NM_001198973.2	KIAA1522
NM_003680.3	YARS1
NM_001256121.1	S100PBP
NM_022753.4	S100PBP
NM_001171941.3	FNDC5
NM_153756.3	FNDC5
NM_001171940.1	FNDC5
NM_002143.3	HPCA
NM_001329725.2	TMEM54
NM_001329723.2	TMEM54
NM_001329724.2	TMEM54
NM_033504.4	TMEM54
NM_001329722.2	TMEM54
NM_001300826.2	RNF19B
NM_001127361.3	RNF19B
NM_153341.4	RNF19B
NM_001319142.2	AK2
NM_001199199.2	AK2
NM_013411.5	AK2
NM_001319141.2	AK2
NM_001319139.2	AK2
NM_001625.4	AK2
NM_001319140.1	AK2
NM_001319143.1	AK2
NM_001350399.2	AZIN2
NM_001301823.2	AZIN2
NM_001301824.2	AZIN2
NM_052998.4	AZIN2
NM_001350398.2	AZIN2
NM_001350400.2	AZIN2
NM_001350401.2	AZIN2
NM_001293562.2	AZIN2
NM_001350402.1	AZIN2
NM_001301825.1	AZIN2
NM_001301826.1	AZIN2
NM_018207.3	TRIM62
NM_001330483.1	TRIM62
NM_152493.3	ZNF362
NM_001370212.1	ZNF362
NM_001080438.1	A3GALT2
NM_001330488.1	PHC2
NM_198040.2	PHC2
NM_004427.4	PHC2
NM_145238.4	ZSCAN20
NM_052896.4	CSMD2
NM_001281956.1	CSMD2
NM_145205.5	HMGB4
NM_001352984.2	HMGB4
NM_032884.5	C1orf94
NM_001134734.2	C1orf94
NM_005268.4	GJB5
NM_153212.3	GJB4
NM_024009.3	GJB3
NM_001005752.2	GJB3
NM_002060.3	GJA4
NM_138428.6	SMIM12
NM_001320261.2	SMIM12
NM_001164825.2	SMIM12
NM_001164824.1	SMIM12
NM_001080418.3	DLGAP3
NM_001195156.1	TMEM35B
NM_007167.4	ZMYM6
NM_001289088.1	ZMYM1
NM_001289091.1	ZMYM1
NM_001289090.1	ZMYM1
NM_001289089.1	ZMYM1
NM_001319955.1	ZMYM1
NM_024772.5	ZMYM1
NM_005066.3	SFPQ
NM_001350138.2	ZMYM4
NM_001350140.2	ZMYM4
NM_001350139.2	ZMYM4
NM_005095.3	ZMYM4
NM_024874.5	KIAA0319L
NM_001014839.1	NCDN
NM_001014841.1	NCDN
NM_014284.3	NCDN
NM_178548.4	TFAP2E
NM_001199779.2	PSMB2
NM_002794.5	PSMB2
NM_001199780.1	PSMB2
NM_001348691.1	C1orf216
NM_152374.2	C1orf216
NM_001330490.2	CLSPN
NM_001190481.2	CLSPN
NM_022111.4	CLSPN
NM_017629.4	AGO4
NM_001317123.1	AGO1
NM_001317122.1	AGO1
NM_012199.5	AGO1
NM_024852.4	AGO3
NM_177422.3	AGO3
NM_014466.3	TEKT2
NM_017825.3	ADPRHL2
NM_001294347.2	COL8A2
NM_005202.4	COL8A2
NM_001270895.1	TRAPPC3
NM_001270895.1	TRAPPC3
NM_001270897.1	TRAPPC3
NM_001270894.1	TRAPPC3
NM_014408.5	TRAPPC3
NM_001270896.2	TRAPPC3
NM_001270896.2	TRAPPC3
NM_018067.5	MAP7D1
NM_001286366.2	MAP7D1
NM_001286365.2	MAP7D1
NM_001321471.2	THRAP3
NM_005119.4	THRAP3
NM_001321473.2	THRAP3
NM_001162530.2	SH3D21
NM_024676.5	SH3D21
NM_018166.2	EVA1B
NM_001304762.2	EVA1B
NM_001282547.2	STK40
NM_001282546.2	STK40
NM_032017.3	STK40
NM_032881.3	LSM10
NM_001330493.1	OSCP1
NM_145047.5	OSCP1
NM_206837.3	OSCP1
NM_031280.4	MRPS15
NM_156039.3	CSF3R
NM_172313.3	CSF3R
NM_000760.4	CSF3R
NM_000831.4	GRIK3
NM_001323551.2	ZC3H12A
NM_025079.3	ZC3H12A
NM_001323550.2	ZC3H12A
NM_001270876.2	MEAF6
NM_001270875.2	MEAF6
NM_022756.6	MEAF6
NM_024700.4	SNIP1
NM_003462.5	DNALI1
NM_001323624.1	GNL2
NM_001323623.1	GNL2
NM_013285.3	GNL2
NM_001242909.2	RSPO1
NM_001242910.2	RSPO1
NM_001242908.2	RSPO1
NM_001038633.4	RSPO1
NM_001350768.2	C1orf109
NM_001350766.2	C1orf109
NM_001350759.2	C1orf109
NM_001350757.2	C1orf109
NM_001350767.2	C1orf109
NM_001350763.2	C1orf109
NM_001350765.2	C1orf109
NM_001350762.2	C1orf109
NM_001350758.2	C1orf109
NM_017850.3	C1orf109
NM_001350764.2	C1orf109
NM_001350771.2	C1orf109
NM_001303030.2	C1orf109
NM_001350756.2	C1orf109
NM_001303031.2	C1orf109
NM_001350755.2	C1orf109
NM_001350770.2	C1orf109
NM_001350760.2	C1orf109
NM_001350769.2	C1orf109
NM_001350761.2	C1orf109
NM_001256875.2	CDCA8
NM_018101.4	CDCA8
NM_001099439.2	EPHA10
NM_173641.2	EPHA10
NM_001113482.1	MANEAL
NM_001031740.2	MANEAL
NM_152496.2	MANEAL
NM_024640.4	YRDC
NM_198446.3	C1orf122
NM_001142726.1	C1orf122
NM_005955.3	MTF1
NM_001365825.1	INPP5B
NM_001365821.1	INPP5B
NM_001365823.1	INPP5B
NM_001365824.1	INPP5B
NM_005540.3	INPP5B
NM_001365822.1	INPP5B
NM_001365820.1	INPP5B
NM_001350228.1	INPP5B
NM_001350227.2	INPP5B
NM_001297434.2	INPP5B
NM_001320830.2	SF3A3
NM_006802.4	SF3A3
NM_001243878.2	FHL3
NM_004468.5	FHL3
NM_016037.4	UTP11
NM_002699.4	POU3F1
NM_001271851.2	RRAGC
NM_022157.4	RRAGC
NM_012333.5	MYCBP
NM_030772.5	GJA9
NM_017821.5	RHBDL2
NM_001304746.2	RHBDL2
NM_001136275.1	AKIRIN1
NM_024595.3	AKIRIN1
NM_001184979.1	NDUFS5
NM_004552.3	NDUFS5
NM_012090.5	MACF1
NM_015038.2	KIAA0754
NM_181809.4	BMP8A
NM_003819.4	PABPC4
NM_001135654.2	PABPC4
NM_001135653.2	PABPC4
NM_014571.4	HEYL
NM_032526.2	NT5C1A
NM_001282397.1	HPCAL4
NM_001282396.1	HPCAL4
NM_016257.4	HPCAL4
NM_001195007.1	PPIE
NM_203456.2	PPIE
NM_001319293.1	PPIE
NM_006112.4	PPIE
NM_001720.5	BMP8B
NM_022120.2	OXCT2
NM_017646.6	TRIT1
NM_001312692.1	TRIT1
NM_001312691.1	TRIT1
NM_001033082.3	MYCL
NM_001033081.3	MYCL
NM_005376.5	MYCL
NM_001287808.1	MFSD2A
NM_001136493.3	MFSD2A
NM_032793.5	MFSD2A
NM_001349822.2	MFSD2A
NM_001349823.2	MFSD2A
NM_001287809.2	MFSD2A
NM_001349821.2	MFSD2A
NM_001350479.1	CAP1
NM_001350480.1	CAP1
NM_001350478.1	CAP1
NM_001350484.1	CAP1
NM_001350482.1	CAP1
NM_006367.3	CAP1
NM_001330502.1	CAP1
NM_001350475.1	CAP1
NM_001350476.1	CAP1
NM_001350483.1	CAP1
NM_001105530.1	CAP1
NM_001350485.1	CAP1
NM_001350477.2	CAP1
NM_001350481.1	CAP1
NM_001142604.2	PPT1
NM_001363695.2	PPT1
NM_000310.3	PPT1
NM_012421.4	RLF
NM_001008740.4	TMCO2
NM_005857.5	ZMPSTE24
NM_001852.4	COL9A2
NM_022733.3	SMAP2
NM_001198978.1	SMAP2
NM_001198979.1	SMAP2
NM_001198980.1	SMAP2
NM_001369565.1	ZFP69B
NM_023070.3	ZFP69B
NM_001320179.2	ZFP69
NM_001320178.2	ZFP69
NM_198494.3	ZFP69
NM_001346946.1	EXO5
NM_001346953.1	EXO5
NM_001346955.1	EXO5
NM_001346947.1	EXO5
NM_001346951.1	EXO5
NM_001346954.1	EXO5
NM_001346950.1	EXO5
NM_001346952.1	EXO5
NM_001346956.1	EXO5
NM_001346949.1	EXO5
NM_022774.2	EXO5
NM_001346948.1	EXO5
NM_152373.4	ZNF684
NM_014747.3	RIMS3
NM_001142588.2	NFYC
NM_014223.5	NFYC
NM_001142587.2	NFYC
NM_001142589.2	NFYC
NM_001142590.2	NFYC
NM_001308115.2	NFYC
NM_001308114.1	NFYC
NM_004700.4	KCNQ4
NM_172163.3	KCNQ4
NM_133467.3	CITED4
NM_001905.4	CTPS1
NM_001301237.2	CTPS1
NM_001168247.2	SLFNL1
NM_144990.4	SLFNL1
NM_001300859.2	SLFNL1
NM_001172221.1	SCMH1
NM_001172222.2	SCMH1
NM_001350668.1	SCMH1
NM_001031694.2	SCMH1
NM_001172220.2	SCMH1
NM_001172219.2	SCMH1
NM_012236.4	SCMH1
NM_001172218.2	SCMH1
NM_001350667.2	SCMH1
NM_001291281.3	FOXO6
NM_001302269.2	EDN2
NM_001956.5	EDN2
NM_001127714.3	HIVEP3
NM_024503.5	HIVEP3
NM_007102.3	GUCA2B
NM_033553.3	GUCA2A
NM_001198852.1	FOXJ3
NM_001198850.2	FOXJ3
NM_014947.5	FOXJ3
NM_001198851.2	FOXJ3
NM_173642.4	RIMKLA
NM_001146192.1	ZMYND12
NM_032257.5	ZMYND12
NM_001355226.2	CCDC30
NM_001355224.2	CCDC30
NM_001355227.2	CCDC30
NM_001080850.3	CCDC30
NM_001287507.1	PPCS
NM_001287506.1	PPCS
NM_001287511.1	PPCS
NM_001287510.1	PPCS
NM_001287508.1	PPCS
NM_001077447.2	PPCS
NM_001287509.1	PPCS
NM_024664.4	PPCS
NM_001330510.2	PPIH
NM_006347.4	PPIH
NM_004559.5	YBX1
NM_001185117.1	CLDN19
NM_148960.3	CLDN19
NM_001123395.2	CLDN19
NM_001146289.1	P3H1
NM_001243246.1	P3H1
NM_022356.4	P3H1
NM_024097.4	C1orf50
NM_001354602.1	TMEM269
NM_199342.4	SVBP
NM_001017922.2	ERMAP
NM_018538.3	ERMAP
NM_015911.3	ZNF691
NM_001242739.2	ZNF691
NM_006516.3	SLC2A1
NM_001101376.3	FAM183A
NM_001159936.1	EBNA1BP2
NM_006824.2	EBNA1BP2
NM_001195831.3	CFAP57
NM_152498.3	CFAP57
NM_001167965.1	CFAP57
NM_001320244.2	TMEM125
NM_144626.3	TMEM125
NM_001164829.2	C1orf210
NM_182517.3	C1orf210
NM_005424.5	TIE1
NM_001253357.2	TIE1
NM_005373.3	MPL
NM_001255.3	CDC20
NM_001256401.1	ELOVL1
NM_001256399.1	ELOVL1
NM_001256402.2	ELOVL1
NM_022821.4	ELOVL1
NM_052877.5	MED8
NM_201542.5	MED8
NM_001001653.3	MED8
NM_001365999.1	SZT2
NM_015284.4	SZT2
NM_001330526.2	HYI
NM_031207.6	HYI
NM_001243526.1	HYI
NM_001190880.2	HYI
NM_001329138.1	PTPRF
NM_001329137.1	PTPRF
NM_130440.3	PTPRF
NM_001329139.1	PTPRF
NM_001329140.1	PTPRF
NM_002840.5	PTPRF
NM_014663.3	KDM4A
NM_174965.3	ST3GAL3
NM_001270465.2	ST3GAL3
NM_001270466.2	ST3GAL3
NM_174963.5	ST3GAL3
NM_001350619.2	ST3GAL3
NM_174964.4	ST3GAL3
NM_001270463.3	ST3GAL3
NM_174968.5	ST3GAL3
NM_001363573.2	ST3GAL3
NM_001350621.2	ST3GAL3
NM_001350620.2	ST3GAL3
NM_006279.5	ST3GAL3
NM_001270459.2	ST3GAL3
NM_174966.4	ST3GAL3
NM_174967.4	ST3GAL3
NM_001270460.2	ST3GAL3
NM_174971.5	ST3GAL3
NM_174969.4	ST3GAL3
NM_001270461.3	ST3GAL3
NM_001270464.3	ST3GAL3
NM_174970.4	ST3GAL3
NM_001270462.3	ST3GAL3
NM_057090.2	ARTN
NM_057091.3	ARTN
NM_001136215.2	ARTN
NM_014652.4	IPO13
NM_001319170.2	DPH2
NM_001319171.2	DPH2
NM_001384.5	DPH2
NM_001319166.2	DPH2
NM_001039589.2	DPH2
NM_001319169.2	DPH2
NM_001319165.2	DPH2
NM_001319167.2	DPH2
NM_001319168.2	DPH2
NM_001294333.2	ATP6V0B
NM_004047.5	ATP6V0B
NM_001039457.3	ATP6V0B
NM_003780.4	B4GALT2
NM_030587.2	B4GALT2
NM_001005417.2	B4GALT2
NM_001349127.1	CCDC24
NM_152499.4	CCDC24
NM_001349128.1	CCDC24
NM_001349129.1	CCDC24
NM_001328630.2	SLC6A9
NM_001328626.2	SLC6A9
NM_001024845.3	SLC6A9
NM_001328629.1	SLC6A9
NM_001328628.1	SLC6A9
NM_001328627.1	SLC6A9
NM_001261380.2	SLC6A9
NM_006934.4	SLC6A9
NM_201649.4	SLC6A9
NM_173484.4	KLF17
NM_001358438.1	KLF18
NM_019100.5	DMAP1
NM_001034023.2	DMAP1
NM_001034024.2	DMAP1
NM_001301699.1	ERI3
NM_001301701.1	ERI3
NM_001301700.1	ERI3
NM_001301698.2	ERI3
NM_024066.3	ERI3
NM_001319956.1	RNF220
NM_018150.4	RNF220
NM_001319957.2	RNF220
NM_001300746.1	TMEM53
NM_001300748.2	TMEM53
NM_001300747.2	TMEM53
NM_024587.4	TMEM53
NM_001145636.2	ARMH1
NM_006845.4	KIF2C
NM_001297655.2	KIF2C
NM_001297656.2	KIF2C
NM_001297657.2	KIF2C
NM_001012.2	RPS8
NM_153274.3	BEST4
NM_004073.4	PLK3
NM_001013632.3	TCTEX1D4
NM_001136537.1	BTBD19
NM_001166292.1	PTCH2
NM_003738.5	PTCH2
NM_001261418.1	EIF2B3
NM_020365.5	EIF2B3
NM_001166588.2	EIF2B3
NM_024602.6	HECTD3
NM_000374.5	UROD
NM_020883.2	ZSWIM5
NM_032756.3	HPDL
NM_001350651.1	MUTYH
NM_001293192.1	MUTYH
NM_001350650.1	MUTYH
NM_001048171.1	MUTYH
NM_001293190.1	MUTYH
NM_012222.2	MUTYH
NM_001128425.1	MUTYH
NM_001293196.1	MUTYH
NM_001048173.1	MUTYH
NM_001048172.1	MUTYH
NM_001048174.1	MUTYH
NM_001293191.1	MUTYH
NM_001293195.1	MUTYH
NM_025077.4	TOE1
NM_001320800.2	TESK2
NM_007170.3	TESK2
NM_001358407.2	CCDC163
NM_001102601.3	CCDC163
NM_001358406.2	CCDC163
NM_001330540.2	MMACHC
NM_015506.3	MMACHC
NM_001202431.1	PRDX1
NM_181696.2	PRDX1
NM_002574.3	PRDX1
NM_181697.3	PRDX1
NM_001202413.1	AKR1A1
NM_006066.4	AKR1A1
NM_153326.3	AKR1A1
NM_001202414.2	AKR1A1
NM_001195193.1	NASP
NM_002482.4	NASP
NM_152298.4	NASP
NM_001190182.2	CCDC17
NM_001114938.3	CCDC17
NM_021639.5	GPBP1L1
NM_016486.4	TMEM69
NM_001145349.1	IPP
NM_005897.3	IPP
NM_001324320.1	MAST2
NM_015112.3	MAST2
NM_001319245.1	MAST2
NM_001324321.1	MAST2
NM_001303427.2	LOC110117498-PIK3R3
NM_001328648.1	PIK3R3
NM_001328649.1	PIK3R3
NM_001114172.1	PIK3R3
NM_001303428.1	PIK3R3
NM_001328654.2	PIK3R3
NM_001328653.2	PIK3R3
NM_001303429.2	PIK3R3
NM_001328652.2	PIK3R3
NM_003629.4	PIK3R3
NM_001328650.1	PIK3R3
NM_001328651.1	PIK3R3
NM_005727.4	TSPAN1
NM_001328655.2	P3R3URF
NM_001243766.1	POMGNT1
NM_017739.3	POMGNT1
NM_001290130.1	POMGNT1
NM_001290129.1	POMGNT1
NM_001013615.3	LURAP1
NM_001370766.1	RAD54L
NM_001142548.1	RAD54L
NM_003579.4	RAD54L
NM_006369.4	LRRC41
NM_001297565.2	UQCRH
NM_006004.4	UQCRH
NM_001297566.2	UQCRH
NM_199044.3	NSUN4
NM_001256127.2	NSUN4
NM_001256128.2	NSUN4
NM_001441.3	FAAH
NM_172225.2	DMBX1
NM_147192.3	DMBX1
NM_001357063.3	TMEM275
NM_001322255.1	KNCN
NM_001097611.1	KNCN
NM_198973.5	MKNK1
NM_001135553.4	MKNK1
NM_003684.7	MKNK1
NM_201403.2	MOB3C
NM_145279.4	MOB3C
NM_001042546.2	ATPAF1
NM_022745.4	ATPAF1
NM_001243728.1	ATPAF1
NM_001243728.1	ATPAF1
NM_001256418.1	ATPAF1
NM_001145474.4	TEX38
NM_001300863.2	TEX38
NM_001300864.2	TEX38
NM_014774.3	EFCAB14
NM_001099772.2	CYP4B1
NM_000779.4	CYP4B1
NM_001319161.2	CYP4B1
NM_001319162.2	CYP4B1
NM_001319163.2	CYP4B1
NM_001363587.2	CYP4A11
NM_001319155.2	CYP4A11
NM_000778.4	CYP4A11
NM_001320289.1	CYP4X1
NM_001320290.2	CYP4X1
NM_178033.2	CYP4X1
NM_178134.3	CYP4Z1
NM_001308102.1	CYP4A22
NM_001010969.4	CYP4A22
NM_005764.4	PDZK1IP1
NM_001290403.1	TAL1
NM_003189.5	TAL1
NM_001290405.1	TAL1
NM_001290404.1	TAL1
NM_001287347.2	TAL1
NM_001290406.2	TAL1
NM_003035.2	STIL
NM_001048166.1	STIL
NM_001282939.1	STIL
NM_001282938.1	STIL
NM_001282937.1	STIL
NM_001282936.1	STIL
NM_016308.3	CMPK1
NM_001366135.1	CMPK1
NM_001136140.2	CMPK1
NM_012186.3	FOXE3
NM_004474.4	FOXD2
NM_001194986.2	TRABD2B
NM_001135181.2	SLC5A9
NM_001011547.3	SLC5A9
NM_001286239.1	SPATA6
NM_001286238.2	SPATA6
NM_019073.4	SPATA6
NM_001323575.2	AGBL4
NM_032785.4	AGBL4
NM_001323573.2	AGBL4
NM_001323574.2	AGBL4
NM_024603.4	BEND5
NM_001349793.1	BEND5
NM_001302082.1	BEND5
NM_001349794.1	BEND5
NM_001349795.1	BEND5
NM_001324208.2	ELAVL4
NM_001144777.3	ELAVL4
NM_001144776.3	ELAVL4
NM_001144775.3	ELAVL4
NM_001324212.2	ELAVL4
NM_001324209.2	ELAVL4
NM_021952.5	ELAVL4
NM_001144774.3	ELAVL4
NM_001324216.1	ELAVL4
NM_001324214.2	ELAVL4
NM_001324213.2	ELAVL4
NM_001294348.2	ELAVL4
NM_001324215.2	ELAVL4
NM_001324217.2	ELAVL4
NM_032110.3	DMRTA2
NM_007051.3	FAF1
NM_001262.2	CDKN2C
NM_078626.3	CDKN2C
NM_001136508.2	C1orf185
NM_014372.5	RNF11
NM_001144832.2	TTC39A
NM_001297663.1	TTC39A
NM_001297664.1	TTC39A
NM_001080494.3	TTC39A
NM_001297665.1	TTC39A
NM_001297667.1	TTC39A
NM_001297666.1	TTC39A
NM_001297662.2	TTC39A
NM_001981.3	EPS15
NM_001159969.2	EPS15
NM_148909.4	OSBPL9
NM_001350208.2	OSBPL9
NM_024586.6	OSBPL9
NM_148908.4	OSBPL9
NM_001350209.2	OSBPL9
NM_148906.3	OSBPL9
NM_001350210.2	OSBPL9
NM_001330580.2	OSBPL9
NM_148904.4	OSBPL9
NM_148905.4	OSBPL9
NM_148907.3	OSBPL9
NM_001101662.1	NRDC
NM_002525.2	NRDC
NM_001242361.1	NRDC
NM_002867.4	RAB3B
NM_015913.4	TXNDC12
NM_138417.3	KTI12
NM_001243767.1	BTF3L4
NM_001136497.2	BTF3L4
NM_152265.5	BTF3L4
NM_007324.4	ZFYVE9
NM_004799.3	ZFYVE9
NM_032449.2	CC2D1B
NM_001330585.2	CC2D1B
NM_001190818.1	ORC1
NM_001190819.1	ORC1
NM_004153.4	ORC1
NM_032864.4	PRPF38A
NM_001009881.3	TUT4
NM_015269.2	TUT4
NM_015696.5	GPX7
NM_001042693.3	SHISAL2A
NM_023077.3	COA7
NM_024646.3	ZYG11B
NM_001004339.3	ZYG11A
NM_001307931.2	ZYG11A
NM_001198962.1	ECHDC2
NM_018281.4	ECHDC2
NM_001198961.2	ECHDC2
NM_001319958.2	ECHDC2
NM_001330587.1	SCP2
NM_001007098.2	SCP2
NM_002979.5	SCP2
NM_001193600.2	SCP2
NM_001193599.2	SCP2
NM_001193617.2	SCP2
NM_001007099.3	SCP2
NM_001007100.3	SCP2
NM_001007250.2	SCP2
NM_001199081.3	PODN
NM_153703.5	PODN
NM_001199080.4	PODN
NM_001287597.2	SLC1A7
NM_006671.6	SLC1A7
NM_001287595.2	SLC1A7
NM_001287596.2	SLC1A7
NM_000098.3	CPT2
NM_001330589.2	CPT2
NM_001304760.1	CZIB
NM_001304759.1	CZIB
NM_017887.3	CZIB
NM_002370.4	MAGOH
NM_033300.4	LRP8
NM_017522.5	LRP8
NM_001018054.3	LRP8
NM_004631.5	LRP8
NM_033067.2	DMRTB1
NM_147193.2	GLIS1
NM_001367484.1	GLIS1
NM_001168551.2	NDC1
NM_018087.5	NDC1
NM_018982.5	YIPF1
NM_000792.7	DIO1
NM_001039716.3	DIO1
NM_001039715.3	DIO1
NM_001324316.2	DIO1
NM_213593.5	DIO1
NM_001316935.1	HSPB11
NM_016126.3	HSPB11
NM_001256409.2	LRRC42
NM_052940.5	LRRC42
NM_001276392.1	LDLRAD1
NM_001276394.2	LDLRAD1
NM_001276395.2	LDLRAD1
NM_001276393.1	LDLRAD1
NM_001010978.4	LDLRAD1
NM_001305052.1	TMEM59
NM_001305051.1	TMEM59
NM_001305049.1	TMEM59
NM_001305050.2	TMEM59
NM_004872.5	TMEM59
NM_001305043.2	TMEM59
NM_001305066.1	TMEM59
NM_153035.3	TCEANC2
NM_001353655.1	CDCP2
NM_201546.4	CDCP2
NM_001353353.2	CYB5RL
NM_001353354.2	CYB5RL
NM_001031672.4	CYB5RL
NM_001353356.1	CYB5RL
NM_001330602.1	MRPL37
NM_016491.3	MRPL37
NM_001009955.4	SSBP3
NM_018070.5	SSBP3
NM_145716.4	SSBP3
NM_015547.4	ACOT11
NM_147161.4	ACOT11
NM_176782.3	FAM151A
NM_001291332.1	MROH7
NM_001039464.4	MROH7
NM_001291333.1	TTC4
NM_004623.5	TTC4
NM_152268.4	PARS2
NM_001114108.2	TTC22
NM_017904.4	TTC22
NM_001110533.1	LEXM
NM_152607.3	LEXM
NM_014762.4	DHCR24
NM_182532.3	TMEM61
NM_057176.3	BSND
NM_174936.4	PCSK9
NM_015306.3	USP24
NM_003713.5	PLPP3
NM_006252.4	PRKAA2
NM_001004303.5	FYB2
NM_000562.3	C8A
NM_000066.4	C8B
NM_001278544.1	C8B
NM_001278543.1	C8B
NM_021080.5	DAB1
NM_001353983.1	DAB1
NM_001353985.2	DAB1
NM_001353986.2	DAB1
NM_001365792.1	DAB1
NM_001365793.1	DAB1
NM_001353980.1	DAB1
NM_001365794.1	DAB1
NM_001365795.1	DAB1
NM_145243.5	OMA1
NM_002353.3	TACSTD2
NM_001085487.3	MYSM1
NM_002228.4	JUN
NM_001350793.2	FGGY
NM_001350797.2	FGGY
NM_001350798.2	FGGY
NM_001350796.2	FGGY
NM_001113411.2	FGGY
NM_018291.4	FGGY
NM_001350795.2	FGGY
NM_001350791.2	FGGY
NM_001350792.2	FGGY
NM_001350790.2	FGGY
NM_001350794.2	FGGY
NM_001350799.2	FGGY
NM_001244714.2	FGGY
NM_001278224.2	FGGY
NM_015888.6	HOOK1
NM_000775.4	CYP2J2
NM_152377.3	C1orf87
NM_001145511.2	NFIA
NM_001145512.2	NFIA
NM_001134673.4	NFIA
NM_005595.5	NFIA
NM_032027.3	TM2D1
NM_001350145.2	PATJ
NM_176877.4	PATJ
NM_001164835.2	L1TD1
NM_019079.5	L1TD1
NM_001320269.2	KANK4
NM_181712.5	KANK4
NM_001017415.1	USP1
NM_001017416.1	USP1
NM_003368.5	USP1
NM_001367561.1	DOCK7
NM_001272001.1	DOCK7
NM_001272000.1	DOCK7
NM_033407.3	DOCK7
NM_001271999.1	DOCK7
NM_001330614.1	DOCK7
NM_001272002.2	DOCK7
NM_014495.4	ANGPTL3
NM_178221.2	ATG4C
NM_032852.4	ATG4C
NM_012183.3	FOXD3
NM_013339.4	ALG6
NM_001347148.1	ITGB3BP
NM_001347145.1	ITGB3BP
NM_014288.4	ITGB3BP
NM_001206739.1	ITGB3BP
